time,x,y,yaw,vel_x,yaw_vel,ob_x,ob_y
23.98754764,0.188733673,1.63027602,82.22184853,0.15,0,,
24.0468154,0.189403118,1.635177158,82.22295243,0.15,0,,
24.10233688,0.190072568,1.640079035,82.22393434,0.15,0,,
24.16165257,0.192101444,1.654938157,82.22602517,0.15,0,,
24.22151113,0.192791404,1.659992048,82.22645294,0.15,0,,
24.2885437,0.194131059,1.669805297,82.22688953,0.15,0,,
24.32855296,0.194821352,1.674861884,82.22682801,0.15,0,,
24.38378811,0.196161553,1.684678503,82.22511845,0.15,0,,
24.43672252,0.197521101,1.694635069,82.21457492,0.15,0,,
24.50566149,0.198185979,1.699488662,82.1695334,0.15,0,,
24.55357003,0.198873805,1.704476663,82.11503058,0.15,0,,
24.6251421,0.199551127,1.709365719,82.10384917,0.15,0,,
24.6793623,0.200229861,1.714261015,82.10655977,0.15,0,,
24.73525238,0.201608477,1.724206992,82.10817172,0.15,0,,
24.78580976,0.202987127,1.734153882,82.11035663,0.15,0,,
24.84601998,0.204345154,1.743954662,82.11237653,0.15,0,,
24.90504503,0.205044784,1.749004781,82.11319249,0.15,0,,
24.96302986,0.206403065,1.758810469,82.11435289,0.15,0,,
25.02628732,0.207782284,1.76876835,82.11499303,0.15,0,,
25.08545923,0.208461771,1.773674338,82.11510385,0.15,0,,
