time,x,y,yaw,vel_x,yaw_vel,ob_x,ob_y,path x,path y
110.4711382,2.193528645,5.189611646,40.28336654,0,0.2,,,,
110.5302355,2.197610551,5.193021785,39.33248914,0,0.2,,,,
110.6132782,2.198903614,5.194080474,39.08068071,0,0.2,,,,
110.6754103,2.200030261,5.194993872,39.38861994,0,0.2,,,,
110.7338986,2.199985483,5.19495466,39.77513341,0,0.2,,,,
110.7972848,2.199899147,5.19487753,40.52558218,0,0.2,,,,
110.8482437,2.199854964,5.19483727,40.91223041,0,0.2,,,,
110.9092584,2.19981228,5.194797858,41.28754631,0,0.2,,,,
110.9666965,2.199726242,5.19471684,42.0496771,0,0.2,,,,
111.0230227,2.199642385,5.194635772,42.80064188,0.15,0,,,,
111.0716932,2.199599552,5.194593535,43.1875917,0.15,0,,,,
111.1330631,2.199804778,5.194785487,43.42499247,0.15,0,,,,
111.2031989,2.201497946,5.196384334,43.4960139,0.15,0,,,,
111.2494321,2.204714035,5.199440486,43.67790164,0.15,0,,,,
111.2985914,2.206892267,5.201533069,44.09923824,0.15,0,,,,
111.3589678,2.209272245,5.20386435,44.86666676,0.15,0,,,,
111.4100475,2.214191469,5.208918114,46.79706385,0.15,0,,,,
111.4648042,2.219157863,5.214360182,48.42893695,0,-0.2,,,,
111.5267875,2.221905738,5.217490307,49.03184838,0,-0.2,,,,
111.5779886,2.224534543,5.220534774,49.30165431,0,-0.2,,,,
111.6418486,2.226745144,5.223110792,49.44038707,0,-0.2,,,,
111.7007287,2.229519162,5.226372247,49.99037409,0,-0.2,,,,
111.7511976,2.230421891,5.227454086,50.24036183,0,-0.2,,,,
111.8024223,2.230495765,5.227544598,49.91046922,0,-0.2,,,,
111.8539791,2.230532873,5.227590992,49.53432052,0,-0.2,,,,
111.9182599,2.230609127,5.227684416,48.7704219,0,-0.2,,,,
111.9705808,2.230686605,5.227776802,48.00628707,0,-0.2,,,,
112.027185,2.230725215,5.227821923,47.62983613,0.15,0,,,,
112.0925095,2.230804517,5.227912755,46.86535346,0.15,0,,,,
112.1406574,2.230804517,5.227912755,46.86535346,0.15,0,,,,
112.2026367,2.233383113,5.230602752,45.68135501,0.15,0,,,,
112.2424872,2.235287111,5.232535147,45.10167147,0.15,0,,,,
112.2979524,2.237712585,5.234942606,44.348197,0.15,0,,,,
112.3672483,2.243597,5.24054066,42.79664346,0.15,0,,,,
112.4208939,2.249878201,5.24623641,41.52221626,0,0.2,,,,
112.4715738,2.255995685,5.251543723,40.30109511,0,0.2,,,,
112.5356865,2.258766282,5.253878829,39.77853018,0,0.2,,,,
112.6000407,2.261160638,5.255869563,39.29839367,0,0.2,,,,
112.6540306,2.265084473,5.259054137,38.37751305,0,0.2,,,,
112.7416837,2.26652248,5.26019359,37.9488127,0,0.2,,,,
112.8103528,2.268422183,5.2616695,37.22356346,0,0.2,,,,
112.856658,2.269228747,5.262284738,37.24681063,0,0.2,,,,
112.9187272,2.269276793,5.262320058,37.55688688,0,0.2,,,,
